id,Entity,text,url,gt,gemini-flash,gemini-pro,gemini-flash-vlm,train
00026.jsonl.gz-5456533,Hotel,Schaumburg officials last year purchased the one-story office buildings in the Woodfield Green Executive Center just north of the village's convention center and Renaissance Hotel for a new entertainment district and to reconfigure Thoreau Drive.,https://www.dailyherald.com/storyimage/DA/20180824/NEWS/180829277/EP/1/1/EP-180829277.jpg&updated=201808241956&MaxW=900&maxH=900&noborder&Q=80,united states,united states,united states,-1,0
00049.jsonl.gz-9468398,Road,"""""""Mitsubishi L200 Triton/Strada pickup which was launched in Thailand in November last year. While featuring improvements in its functionality and reliability as a work vehicle, it was developed as """"""""The ultimate sport utility truck"""""""" and to provide an interior space with comfort levels on par with a passenger model. The diesel version of the L200 uses a turbocharged 2.4-liter MIVEC diesel engine which complies with European emission regulations. In addition it emits just 169 g/km of CO2, among the lowest in its class while delivering powerful output with 181 ps (High Power model). Four-wheel drive models employ the Super Select 4WD-II drivetrain from the Pajero*4 with four selectable drive modes to give the driver the ideal traction for any types of road conditions and outstanding all-terrain performance. The all-new Triton/L200 pickups are being introduced sequentially over the globe with plans to eventually introduce them into some 150 countries Triton/Strada pickup which was launched in Thailand in November last year. While featuring improvements in its functionality and reliability as a work vehicle, it was developed as """"""""The ultimate sport utility truck"""""""" and to provide an interior space with comfort levels on par with a passenger model. The diesel version of the L200 uses a turbocharged 2.4-liter MIVEC diesel engine which complies with European emission regulations. In addition it emits just 169 g/km of CO2, among the lowest in its class while delivering powerful output with 181 ps (High Power model). Four-wheel drive models employ the Super Select 4WD-II drivetrain from the Pajero*4 with four selectable drive modes to give the driver the ideal traction for any types of road conditions and outstanding all-terrain performance. The all-new Triton/L200 pickups are being introduced sequentially over the globe with plans to eventually introduce them into some 150 countries Triton/Strada pickup which was launched in Thailand in November last year. While featuring improve""""""",https://thumbs.truckfan.nl/groot/m/mitsubishi/50284-l200-mitsubishi.jpg,thailand,thailand,thailand,thailand,0
796748,Office,Easy Work Space (Hiawassee) - Office 14,https://picture.liquidspace.com/Index/4e039889-0f94-4036-8bc5-f9030e1de2ff?emptyImageUrl=https:%2f%2fcontent.liquidspace.com%2fImages%2fliquid-holder.jpg%3fv%3d-73115844&amp;etag=pbis8LxTgHNwvol9Ubm5dg==&amp;maxWidth=450&amp;maxHeight=300&amp;crop=true,united states,united states,united states,united states,0
00092.jsonl.gz-15687687,Kitchen,HEY CLEAN THE KITCHEN PLEASE - Personalised Ladies Long Sleeve T-Shirt,https://p.keepcalms.com/render/tshirt-womens-long-sleeve/w-110/c-BB2425/hey-clean-the-kitchen-please.png?v2,no,no,no,-1,0
622235,Valley,Single Family Home For Sale: 6818 Broad Valley Court #LOT 20,https://storage.googleapis.com/idx-photos-gs.ihouseprd.com/NC-CMLS/3401678/1x/000.jpg,united states,united states,no,united states,0
67035,Living Room,803 W McConnell St - Living Room - 6,https://cdn.photos.sparkplatform.com/mm/20191029171958681205000000-o.jpg,no,no,no,united states,0
00001.jsonl.gz-12035128,Mountain,Certified International Mountain Retreat 4-Pc. Square Canape Plate,"https://slimages.macysassets.com/is/image/MCY/products/0/optimized/12379220_fpx.tif?op_sharpen=1&wid=500&hei=613&fit=fit,1&$filtersm$",no,no,no,no,0
00083.jsonl.gz-15175214,Apartment,"A luxurious 2-bedroom apartment for rent on Tay Ho street, Tay Ho district! 2",https://bdstanlong.com/images/products/a-luxurious-2bedroom-apartment-for-rent-on-tay-ho-street-tay-ho-district_2017109927362.jpg,vietnam,vietnam,vietnam,vietnam,0
00002.jsonl.gz-4622097,House,The House Keeper Movie Download,https://i0.wp.com/www.infowaka.com/wp-content/uploads/2021/06/XkM4w1624378285.jpg?resize=546%2C307&ssl=1,no,no,no,no,0
00077.jsonl.gz-11566890,Flag,Flag Of HANNOVER On RECRUIT LITTLE CIGARS Vintage Tobacco Trading Card,http://thumbs.ebaystatic.com/images/g/UAsAAOSwAYtWLr9d/s-l225.jpg,germany,germany,germany,germany,0
00006.jsonl.gz-17243117,Apartment,"1604 4028 KNIGHT STREET - Knight Apartment/Condo for sale, 2 Bedrooms (R2628920)",https://i.realtyninja.com/1_262650547_1.jpg?width=735,canada,united kingdom,canada,-1,0
801701,Valley,"""EPA praises farmer's sustainable agriculture efforts  Russ Lester takes the long view with his Dixon Ridge Farms walnut orchards, a view that extends well beyond his lifetime. He wants to work the land in such a way that fertilizers don't Ã¢ÂÂ over time Ã¢ÂÂ diminish the fertile soils. He wants water to still be available for farmers generations from now. """"Sustainable agriculture"""" is a phrase that has grown in popularity and Lester has his own definition. """"It's a simple definition, to say we can continue doing what we're doing for 1,000 years,"""" Lester said. The federal Environmental Protection Agency Pacific Southwest Region thinks Lester is on the right track. It recently honored what it called 12 environmental heroes and named Lester its 2012 Sustainable Agriculture Champion. """"The winners, green heroes all, prove there are many ways to protect our air, water and land,"""" Jared Blumenfeld, the agency's regional administrator, said in a press release. Lester finds himself in the company of Zero Waste Advocate winner Adobe Systems of San Jose, Green Business of the Year winner Frito-Lay in Casa Grande, Ariz., and Educational Leadership winner Guam Environmental Education Committee in Guam. The Environmental Protection Agency region covers California, Nevada, Arizona, Hawaii and the Pacific Territories. The Lester family has farmed in California since 1863, starting in the Napa area. When Lester was growing up, his father had a farm in the Santa Clara area, back when agriculture and not the computer industry was king there. Lester went to UC Davis with no idea of becoming a farmer. But after looking at teaching and research, he decided he really wanted to farm after all. His parents had left the burgeoning Silicon Valley for the Winters area near Putah Creek in northern Solano County and in 1979 Lester and his wife Kathy bought the farm. He started out as being more of a conventional farmer who used synthetic fertilizers and pesticides. But he also had a degree in plant ecology, with emphases in engineering and chemistry, and he decided to weld the disciplines together on the farm.ÃÂ The transition to embrace sustainable farming practices took place over more than a decade, with the help of other people's ideas. Farmers at the time usually sprayed crops on a fixed scheduled. Lester around 1980 went to the integrated pest management approach of spraying only when needed, if at all. He also began using a centuries-old idea, one that his father had tried to a degree. He planted legumes such as vetch and clovers in the walnut groves, given that they attract beneficial insects and also have a bacteria that puts nitrogen into the soils, acting as a natural fertilizer. Lester describes his movement to sustainable agriculture practices as a progression. On some occasions, as neighbors sprayed, Lester worried. """"I'd wake up and think, 'I'm not doing what I should be doing. I'm not spraying. Is it going to work?' """" Lester said. It worked, in Lester's estimation. By the 1990s, Dixon Ridge Farms had gone organic. Some walnut growers use chemicals extensively to get a higher yield of walnuts, perhaps three or four tons per acre to the two tons per acre at Dixon Ridge Farms, Lester said. """"The difference is, their walnuts are what I call trees on steroids,"""" Lester said. He believes trees treated in such a manner will be spent in a few decades and have to be replaced at much cost. Dixon Ridge Farms has some trees more than 100 years old that are still producing quite well, he said. Lester has approached sustainable farming from other angles, too. In 2007, he installed a biogas generator that creates energy for the walnut processing operation out of walnut shells, all without any visible smoke to pollute the air. Dixon Ridge Farms has containers piled 24 feet high with some 720,000 pounds of walnut shells, enough to keep the generator going for a year. A company owns the generator and Lester pays a fixed price for power. He soon expects to add an even bigger biogas generator to help power the walnut processing operation. Lester has put 3,500 square feet of solar panels on roofs of buildings and expect to add more Ã¢ÂÂ by putting them on roofs instead of the ground, he avoids taking farmland out of production. In addition, Lester put in energy-saving lights and added special insulation to a 12,000-square-foot freezer building. Dixon Ridge Farms in 2007 set the goal of becoming energy self-sufficient. Lester expects that to happen this year. Farms such as Lester's are private enterprise and businesses.ÃÂ Taking steps to help the environment won't work if the venture goes bankrupt. """"The bottom line is we're making money,"""" Lester said. """"We wouldn't be staying in business if we weren't."""" The question is whether Dixon Ridge Farms ends up being a niche or the future for farming. The Environmental Protection Agency views it as having lessons to teach the larger farming community. Dixon Ridge Farms is """"a model for true farm sustainability and a champion for small, family farms in California,"""" the agency said in a release.""",https://64.media.tumblr.com/tumblr_md1hp4jOp71qm0g2co1_500.jpg,united states,united states,united states,united states,0
698570,Wedding Dress,KAREN WILLIS HOLMES Whitney Mermaid Wedding Dress,https://media.xogrp.com/images/8dceeea2-869f-43c5-8436-c3a63d1c2480?quality=50,no,no,no,australia,0
304470,Jewelry,"""Sterling Silver Mom 18"""" Ash holder - Moijey Fine Jewelry and Diamonds""",https://cdn.shopify.com/s/files/1/0773/7929/products/15_large.jpg?v=1588784370,no,no,united states,-1,0
00084.jsonl.gz-8828487,Toilet,Portable Adult Mobile Simple Toilet Commode 49x42x43cm White,https://cdn.manomano.com/images/images_products/13201429/P/28447785_1.jpg,no,united states,no,no,0
00007.jsonl.gz-10397858,Car,New Car Sales Executive Job Description Resume - Management Resume Examples and Writing Tips,https://www.thephrnetwork.com/wp-content/uploads/new-car-sales-executive-job-description-resume-300x300.png,no,no,no,-1,0
18588,Valley,The United States of America The Pacific Ocean The Atlantic Ocean Alaska Hawaii The Rocky Mountains The Appalachians Mountains The Grand Canyon The Great Plains Death Valley The Mississippi River The Colorado The Great Lakes,http://images.myshared.ru/6/620271/slide_3.jpg,united states,united states,united states,united states,0
00051.jsonl.gz-16028026,Apartment,"Glorious Metropolis High Life Apartment, Appartamenti - Auckland",https://q-xx.bstatic.com/images/hotel/max200/643/64313190.jpg,new zealand,new zealand,new zealand,-1,0
00021.jsonl.gz-4708577,Car,"Welcome to 125th Street, Harlem, New York City (jag9889) Tags: 125thstreet 2017 20171206 architecture banner building car christmas decoration display harlem holiday house manhattan ny nyc newyork newyorkcity outdoor sign traffic truck usa unitedstates unitedstatesofamerica vehicle welcome jag9889",https://farm5.static.flickr.com/4600/39054528501_31cab40409_m.jpg,united states,united states,united states,united states,0
00003.jsonl.gz-13467266,Mountain,"Monterey, McDowell, Blue Grass, Valley, Doe Hill, Jack Mountain, farm, rural, Highland County, Virginia, tourism, travel, fall, autumn, leaves, color, travel, road, trip, trees, mountains, photography, photograph, art, landscape, maple",https://i0.wp.com/highlandcountyva.blog/wp-content/uploads/2020/09/Photo-Credit-Marcia-Carroll_opt-1.jpg?fit=300%2C300&ssl=1,united states,united states,united states,united states,0
50001,Shop,"Unique Places To Shop In Lancaster County, PA","https://cdn.shortpixel.ai/client/q_glossy,ret_img,w_150,h_150/https://thefarmgirlgabs.com/wp-content/uploads/2018/02/2018-Mazda3-Grand-Touring-feature-Lancaster1-150x150.jpg",united states,united states,united states,united states,0
248435,Shop,Vape Shop Events,https://static.wixstatic.com/media/397b50_b7492364774e4bcface0f0c1a1e195b5~mv2.png,no,no,no,no,0
349107,Jewelry,"Pirate Ship Necklace, Pirates, Ocean, Nautical Jewelry, Boat, Bronze Oval Pendant",https://img0.etsystatic.com/020/0/6255992/il_340x270.565279182_m47j.jpg,no,no,no,no,0
445880,Lake,house ground plan floor plans derwentwater house keswick the lake district,http://tse2.mm.bing.net/th?id=OIP.FKeslAAX9zL9dePSjRQFlwHaE8,united kingdom,united kingdom,united kingdom,united kingdom,0
00078.jsonl.gz-940541,Hotel,"Airport Beach Hotel in North Male Atoll, Maldives from 207$, photos, reviews - zenhotels.com hotel bar",https://cdn.ostrovok.ru/t/240x240/content/65/7b/657b233c707d66ba04a25979420ab3234e6b735d.jpeg,maldives,maldives,maldives,maldives,0
00017.jsonl.gz-17840819,Car,"The World Lancia Stratos Meeting Is Exactly As Incredible As It Sounds - Petrolicious S Car, Rally Car, Maserati, Ferrari, European Championships, F1 Drivers, Racing Team, Car Photography, Go Kart",https://i.pinimg.com/236x/ad/94/b2/ad94b26fc4b67b9ca574f0ed8cc7b707--car-photography-the-world.jpg,no,no,no,italy,0
732391,Jewelry,cheap -Bracelet Bangles Unique Design Vintage Party Work Fashion Gold Plated Bracelet Jewelry Screen Color For Party Gift Valentine,https://li0.rightinthebox.com/images/190x250/201509/kbccoo1442373952715.jpg,no,no,no,no,0
116933,Shop,Shop gifts for baby,https://cdn.joules.com/medias/2017-10-30-GiftGuide-DE-ShopGifts-Baby.png?context=bWFzdGVyfGltYWdlc3wyMTc5NnxpbWFnZS9wbmd8aW1hZ2VzL2g5ZS9oNDUvOTE5NjgyMzkwNDI4Ni5wbmd8MTE2MWRlOTRlYzA4ODdkOGVkNTQxYTViYmYyNDQ3MTRhODE3NjI5ZmVmMTczNjE0NDc1MTFlNzIxMjA4ZjhkYw,no,no,no,-1,0
00042.jsonl.gz-2681034,Beach,"Public Service Officers patrol at St Kilda beach on October 03, 2020 in Melbourne, Australia. Coronavirus restrictions eased slightly across Melbourne from Monday 28 September as Victoria enters into its second step in the government's roadmap to reopening. (Photo by Darrian Traynor)",https://imageresizer.static9.net.au/eTu_5nawqsq8B_yZH_uWEBBDC8o=/396x223/https%3A%2F%2Fprod.static9.net.au%2Ffs%2Fb7e48e03-a78a-4dc7-9901-2bea557dbe10,australia,australia,australia,australia,0
835574,Shop,Martin Custom Shop D-18 | The Music Gallery | Open Case,https://cdn.shopify.com/s/files/1/0013/6111/7231/products/DSC_1472_d780f588-59d1-4d2a-ac99-2e12399a7c21_110x110@2x.jpg?v=1556990620,no,no,no,united states,0
00006.jsonl.gz-15571152,Flag,icona: Symbol house in steel and wood with flag Serbia,https://us.123rf.com/450wm/albasu/albasu1608/albasu160800142/61085885-symbol-house-in-steel-and-wood-with-flag-serbia.jpg?ver=6,serbia,serbia,serbia,-1,0
00050.jsonl.gz-9481389,Beach,Keep calm by escaping to Ponce De Leon Beach Flori Covers For iPhone 4,https://rlv.zcache.ca/keep_calm_by_escaping_to_ponce_de_leon_beach_flori_iphone_case-r003880c0417044f2921266757e312f72_vx34d_8byvr_512.jpg,united states,united states,united states,united states,0
611468,Living Room,sansiwu k 5 Panel League of Legends Ashe Game Canvas Printed Painting for Living Room Wall Art Decor Hd Picture Artworks Poster,https://images-na.ssl-images-amazon.com/images/I/511L0QgHIrL.jpg,no,russian federation,no,no,0
00062.jsonl.gz-15890712,Hotel,Daren Kagasoff Photo - Daren Kagasoff arriving at the ABC TV TCA Party at The Langham Huntington Hotel  Spa in Pasadena CA  on August 8 2009,https://static8.imagecollect.com/thumbnail/138/9111979e31d1cb7,united states,united states,united states,united states,0
00078.jsonl.gz-8923992,Island,"Enjoy The Verandah Resort & Spa, Elite Island Resorts in Antigua",https://s3.amazonaws.com/charitycdn/cache/resizedcrop-101058163b7f1cb12c3be03218f306bb-840x480.jpg,antigua and barbuda,spain,antigua and barbuda,antigua and barbuda,0
13525,Jewelry,UMCHO Sterling Silver 925 Jewelry Elegant Clip Earrings for Women Anniversary Wedding Gift Earrings - Beltran's Enterprise,https://cdn.shopify.com/s/files/1/1643/3999/products/product-image-1254676949_580x.jpg?v=1593055231,no,no,no,no,0
00060.jsonl.gz-2847348,Bedroom,Picket House Furnishings Joel 5 Piece Panel Bedroom Set in Chestnut,https://media.cymaxstores.com/Images/3869/1648577-SM2.jpg,no,no,no,no,0
699348,Office,MENS CLARKS BLACK LEATHER SLIP ON FORMAL WIDE FITTING OFFICE SHOES ASTUTE DROP,https://thumbs2.ebaystatic.com/d/l225/pict/271343935821_3.jpg,no,united states,no,-1,0
00029.jsonl.gz-1457025,Car,Cars 2: Action Agents Mater with Spy Gear Car Launcher Vehicle,https://images10.newegg.com/NeweggImage/ProductImageCompressAll300/A0R9_1_20111010_11413275.jpg,no,no,no,no,0
00008.jsonl.gz-5282152,Kitchen,"WeiÃÂer Vanille Orangen GlÃÂ¼hwein auch als Geschenkidee Recipe for a homemade, Christmas mulled wine: Dry white wine meets oranges and spices Ã¢ÂÂ the fruity mulled [. Homemade Mulled Wine, Mozarella, Alcholic Drinks, Winter Cocktails, Dry White Wine, Kitchen Recipes, Cocktail Drinks, Smoothie Recipes, Food And Drink",https://i.pinimg.com/236x/7b/25/b2/7b25b2966bba1ef898c99f9060cd5407.jpg,no,no,no,germany,0
289331,Valley,"Landscape Of Sunrise On Mountain Valley At Doi Luang Chiang Dao, Chiangmai Thailand",https://static3.bigstockphoto.com/3/9/1/large2/193291345.jpg,thailand,thailand,thailand,france,0
00006.jsonl.gz-2172279,Car,Speed Dial On Fast Expensive Modern Car,https://static3.bigstockphoto.com/thumbs/2/1/8/large2/8120022.jpg,no,no,no,no,0
340374,Valley,2013 Toyota Hiace KDH221R MY12 Super LWB White 4 Speed Automatic Van Phillip Woden Valley Preview,https://i.ebayimg.com/00/s/NDE5WDY0MA==/z/uRQAAOSwx~JWFIXl/$_90.JPG,australia,australia,australia,-1,0
00016.jsonl.gz-16991729,Mountain,"This is an undated booking photo, provided by the Mountain View Police, of Thomas Langenbach, taken in Mountain View, Calif. Langenbach, a Silicon Valley technology executive, is facing charges after authorities say he changed the bar codes on Lego toys at a Target store to buy them for less.",https://media.vocativ.com/photos/2014/08/Thomas-Langenbach-Lego-Heist1191010328.jpg,united states,united states,united states,-1,0
00016.jsonl.gz-1621530,Island,Safe Men is listed (or ranked) 8 on the list The Best Movies That Take Place In Rhode Island,https://imgix.ranker.com/user_node_img/98/1958845/original/safe-men-films-photo-u1?fit=crop&fm=pjpg&q=60&w=144&h=144&dpr=2,united states,united states,united states,united states,0
00126.jsonl.gz-13245209,Apartment,Studio - Ardenwood Forest Condominiums at 5016 Paseo Padre Parkway in Fremont CA is a Apartment,http://i.oodleimg.com/item/2687553801u_1x424x360f_apartments_for_rent_in_fremont_ca/?1448789496,united states,united states,united states,united states,0
00041.jsonl.gz-4744452,Toilet,Orchard MySpace white right handed unit with Eden back to wall toilet,https://victoriaplum.imgix.net/vp_prod_images/670763cf-c4c3-4bee-9b87-fae8107567b8.jpg?fit=crop&amp;w=186&amp;h=186&amp;auto=format,no,no,no,no,0
